Age,YearsExperience,EducationLevel,ProjectsCompleted,WeeklyWorkingHours,PerformanceScore,Salary
60,39,2,50,41,6.0,445674
56,28,2,34,44,5.2,295801
35,14,2,18,46,7.8,137046
48,23,1,30,43,6.1,223428
38,10,3,12,39,7.6,102809
22,0,2,0,39,7.7,50391
33,4,3,13,44,7.8,96100
35,14,4,25,38,6.6,143717
40,11,1,11,38,8.0,134612
49,28,2,19,45,5.7,278141
49,19,3,16,43,3.6,200243
23,0,3,5,48,8.0,53753
39,16,3,18,41,7.2,179990
23,2,2,0,40,6.1,32261
34,11,2,15,45,4.9,97232
60,38,3,24,39,4.1,419115
24,2,4,10,40,7.1,67492
31,2,2,5,40,9.3,81983
51,23,4,24,42,6.8,241083
52,31,2,21,52,6.5,334394
47,23,4,20,36,7.0,238551
50,29,3,30,49,10.0,332973
22,1,2,6,47,8.1,31161
29,5,3,5,51,5.7,94077
48,26,2,26,59,7.0,284868
51,28,2,38,50,7.5,325816
54,25,1,18,48,5.5,247764
35,13,1,22,36,8.1,142258
45,21,2,38,37,5.9,240576
56,35,3,43,45,4.9,409181
28,6,3,8,35,7.1,82822
29,4,1,10,46,6.9,59063
57,27,3,44,32,7.0,298547
59,38,3,48,49,5.9,446496
52,25,4,37,41,6.1,275944
37,13,3,17,44,8.6,165065
55,29,1,36,39,7.6,334143
57,29,2,40,34,5.7,301043
39,13,3,19,49,4.3,148242
49,27,1,32,50,5.7,282578
27,6,1,4,41,7.2,90864
48,20,1,22,46,6.1,204168
29,1,2,0,41,6.0,40890
48,19,2,24,44,6.2,190523
26,0,2,0,47,6.9,22569
49,28,1,39,46,8.1,317051
37,8,3,9,50,7.0,107186
36,13,3,20,46,7.1,154379
43,17,2,20,43,6.7,170658
51,21,1,30,39,6.3,214501
23,0,1,1,41,8.3,49593
41,12,2,18,47,8.0,149985
46,23,1,18,35,9.9,219428
56,31,2,35,49,7.9,341880
57,32,3,35,42,6.3,345981
42,12,3,15,39,5.7,132675
32,5,2,9,38,8.3,87012
33,9,2,12,46,5.9,100965
31,7,3,13,43,8.1,90506
36,9,3,13,51,5.9,107456
28,0,3,6,37,7.5,72426
60,36,3,45,40,5.5,436463
60,36,2,30,43,8.1,417502
22,0,2,0,39,5.3,36791
50,24,3,22,43,7.4,258227
50,23,1,16,45,6.7,217990
32,11,4,11,45,7.1,116700
30,7,3,3,51,6.4,82895
31,2,3,7,36,6.4,42065
35,9,1,6,45,7.2,90846
36,10,3,5,40,5.6,104827
37,12,2,13,45,5.6,126646
46,23,1,33,45,6.5,235375
22,0,2,4,38,6.4,44543
32,11,4,6,38,5.6,115672
46,23,3,28,46,8.3,258826
43,19,2,18,43,6.5,185675
38,13,1,7,42,6.7,135034
52,22,3,18,46,5.1,222592
58,29,3,32,47,9.9,352933
23,0,3,4,40,10.0,48100
58,35,3,23,39,5.9,388964
23,0,2,0,37,8.7,47573
50,29,3,21,43,6.9,324522
21,0,2,0,36,9.2,52235
50,24,4,28,43,7.5,291557
52,25,3,28,49,7.1,284893
48,18,2,22,41,3.5,179106
41,13,2,12,40,5.8,125904
33,12,3,7,53,7.0,132104
47,23,1,25,51,7.3,258828
56,31,2,25,39,5.3,312836
27,5,3,7,44,6.0,65222
42,21,2,25,45,7.8,222102
30,2,3,5,44,5.1,42572
59,33,1,32,52,7.2,359315
35,10,3,9,43,8.7,140375
35,6,1,5,44,7.5,73623
24,2,1,4,46,7.5,58530
52,22,4,24,49,4.2,219622
43,15,3,19,48,5.8,150921
26,0,2,7,46,9.9,65092
44,15,2,19,35,6.2,173766
40,19,3,25,41,8.8,213587
57,30,3,19,47,6.1,321828
40,12,4,16,44,6.6,146174
32,9,4,6,47,7.7,80681
53,29,3,37,52,7.1,336129
48,25,2,27,37,7.5,251847
28,1,2,0,49,5.9,54259
21,0,3,3,41,5.4,22000
57,34,1,38,48,5.8,369299
42,16,2,17,43,6.3,164688
26,0,1,0,54,6.7,32609
41,15,1,21,44,8.5,156294
52,30,2,47,40,7.1,351553
55,28,2,34,45,7.7,309116
35,13,3,24,45,7.2,141833
25,3,2,2,49,5.4,67745
26,4,2,4,45,7.0,69172
45,24,1,35,55,7.2,265400
60,39,3,40,42,8.1,457720
49,22,2,19,43,5.5,192629
27,2,3,3,40,4.1,35486
60,37,4,45,43,7.2,438776
33,12,1,23,44,7.5,127980
58,28,2,35,44,6.7,297158
38,12,2,17,43,7.0,134202
22,1,4,6,40,8.2,66411
28,0,3,5,39,6.4,55064
31,9,4,9,41,6.6,118697
53,32,2,41,49,7.1,354529
58,31,4,46,50,5.3,369097
47,21,1,19,43,6.8,228932
40,14,1,16,38,6.9,122073
32,7,3,8,43,9.3,113389
51,27,4,20,53,6.6,289167
47,23,1,27,48,7.3,244745
52,29,1,35,46,8.3,321793
30,0,1,0,48,5.8,38779
23,0,1,0,51,8.9,72492
47,20,2,22,37,9.5,208740
55,26,4,38,41,7.0,279866
51,30,3,25,40,6.2,331627
35,8,3,15,46,9.3,109760
36,6,3,10,44,8.1,96168
33,9,3,11,47,7.1,121365
55,28,3,31,40,9.0,314446
31,10,3,17,50,8.8,134486
41,16,2,11,43,6.5,162311
31,8,3,19,46,7.3,131703
50,25,3,34,49,7.8,279353
55,31,3,45,49,7.0,355265
42,20,4,30,45,5.1,234319
58,34,2,34,47,5.7,369860
51,28,3,31,52,5.1,315806
34,13,1,16,46,7.7,136835
44,14,3,21,39,5.3,150064
52,24,2,17,46,7.3,278108
56,31,1,22,43,9.6,346709
52,28,2,31,31,9.0,315369
35,5,3,6,45,4.4,77067
55,30,1,26,44,5.2,304202
23,0,4,0,49,5.9,46988
36,13,1,21,39,5.4,140870
25,0,4,5,35,4.7,40488
41,17,3,17,44,7.0,182947
30,9,2,12,45,8.0,104291
39,16,2,16,43,8.3,172612
45,15,3,17,43,6.3,154893
24,0,3,0,38,6.6,46341
49,21,3,10,42,7.5,191521
39,12,2,16,41,6.8,146805
22,0,2,5,48,8.1,32960
30,9,4,6,45,7.6,97793
45,22,2,22,42,6.5,232656
40,15,2,21,52,4.4,165929
39,9,2,9,42,9.1,132699
43,22,3,23,46,6.0,239065
44,21,3,27,42,7.5,229675
31,8,2,10,51,4.3,96206
54,29,1,39,43,7.0,334576
48,25,1,28,44,7.1,290143
25,0,2,2,42,7.2,38682
25,4,2,10,44,10.0,84773
41,17,4,16,49,6.1,185577
32,2,2,5,47,8.1,57869
24,0,2,2,43,7.7,65199
40,16,4,21,52,6.0,171381
58,37,2,50,47,8.1,413639
45,23,3,35,41,6.8,259759
34,13,1,13,36,8.2,146982
31,5,2,7,41,9.7,82339
52,29,4,31,45,7.2,338476
31,4,3,3,46,6.6,76759
38,13,2,5,50,8.5,139391
47,18,3,13,38,9.0,196626
38,11,4,12,41,5.8,131515
43,19,2,9,37,6.4,160207
31,6,3,8,36,7.9,84676
41,16,4,22,40,6.8,160467
25,0,1,6,45,5.7,39392
43,13,3,9,47,7.8,136807
45,16,3,19,38,7.9,185868
30,0,3,3,39,6.5,43633
42,19,2,23,34,7.1,201538
39,13,2,18,44,6.2,138063
21,0,3,4,39,5.5,51676
27,0,2,0,51,6.3,22282
24,0,2,2,45,7.1,31404
21,0,2,3,42,4.9,51436
35,14,1,20,40,6.4,139012
60,36,4,30,36,7.1,394340
32,6,2,8,36,8.7,99462
42,19,4,18,40,6.6,217523
42,21,1,24,40,5.3,217682
37,11,3,13,38,6.7,123593
49,28,2,28,45,6.2,320489
34,5,3,9,46,7.8,97353
40,19,3,24,41,6.5,222904
53,27,1,23,53,3.2,282336
35,14,4,19,34,10.0,165024
32,5,2,8,43,7.2,70510
60,37,3,50,42,7.1,430283
40,14,4,18,40,4.8,158725
50,23,4,16,40,4.9,247914
58,37,4,50,43,6.9,450173
23,2,2,11,42,7.5,67464
48,23,1,37,41,8.0,243984
46,20,2,10,37,7.3,207059
50,21,3,15,35,5.3,200375
33,12,3,5,42,3.5,105099
33,9,1,8,41,6.9,94203
22,0,3,4,42,6.3,52495
57,29,2,35,42,5.2,300605
58,28,2,38,40,8.2,324156
22,0,3,0,42,4.8,22000
56,33,2,34,39,7.9,366349
46,24,3,31,51,5.0,247073
31,7,1,7,39,7.2,50871
28,6,3,14,41,8.3,96307
60,39,1,44,39,6.5,445756
42,19,2,15,39,9.4,180545
40,13,3,21,43,9.7,149501
28,7,3,10,42,7.3,98712
49,27,2,33,41,7.8,290632
60,39,2,23,42,8.5,443376
46,18,3,20,39,7.8,188619
50,25,2,24,45,7.6,259112
37,9,3,11,53,6.3,104636
40,17,3,16,39,4.6,164964
36,9,1,12,45,5.1,88952
27,0,2,1,43,10.0,35342
36,10,3,17,46,7.5,119443
47,20,2,13,46,6.7,194521
43,21,3,38,44,8.8,230900
44,16,1,11,43,6.0,163442
29,4,3,4,41,7.8,83872
55,28,1,43,39,7.1,305319
40,19,3,32,43,7.6,215678
57,32,2,44,37,6.5,352039
37,16,2,20,40,5.6,177284
51,23,3,20,49,5.8,265558
28,4,1,5,43,5.9,58374
35,11,2,12,47,7.0,116423
51,29,2,15,50,4.8,304608
50,25,2,30,42,5.3,265497
40,19,4,16,44,7.2,200398
59,30,3,38,41,6.8,346054
32,7,1,8,39,7.3,94548
37,11,3,12,38,6.9,112680
50,28,3,42,47,10.0,360704
49,19,4,17,44,7.2,188855
39,9,2,8,52,6.5,95190
31,10,3,14,48,7.1,124258
54,30,3,31,39,8.4,364412
27,0,2,0,47,6.9,34199
54,28,2,30,41,8.0,291971
40,10,2,15,49,7.6,126641
58,37,3,42,41,6.6,433977
44,23,2,20,38,7.2,244343
30,2,4,5,39,9.2,62021
52,28,2,27,39,7.3,289174
35,10,3,13,39,5.6,140537
57,30,4,43,40,6.6,315797
40,12,3,22,47,4.0,157803
23,0,3,3,52,7.2,60149
57,30,3,25,36,8.8,322903
60,38,2,50,49,5.1,471779
28,4,3,10,41,7.2,56223
60,30,1,36,45,8.4,341597
43,22,3,8,35,8.5,198518
60,30,2,48,46,8.8,335049
31,2,3,4,33,4.4,30680
28,5,3,3,45,7.7,67392
49,26,2,12,44,4.9,260069
50,20,2,30,44,5.6,202988
30,1,4,1,39,8.1,26403
59,29,1,33,46,7.2,317951
48,25,1,22,45,8.0,259287
56,28,2,28,42,5.7,302717
33,11,4,9,46,9.1,135303
52,29,4,30,43,8.0,344051
56,34,3,24,46,8.2,385674
57,36,4,31,42,5.5,432090
46,24,2,19,44,8.6,243502
42,14,4,12,46,6.6,146476
24,0,1,2,41,6.1,51962
51,29,1,49,37,7.9,339508
38,11,1,16,44,7.8,129285
58,33,3,34,49,5.8,366531
44,21,3,23,44,9.9,222124
43,14,2,18,45,9.5,173447
42,16,4,23,43,7.8,199462
22,1,2,5,47,7.6,51467
51,26,1,22,42,7.5,295153
31,4,2,9,41,4.8,68417
48,24,3,23,49,7.2,248444
52,24,3,14,40,7.1,246022
25,0,2,11,47,6.2,48616
58,33,3,17,49,6.6,365787
30,1,2,1,46,3.7,53580
60,31,3,28,37,5.5,327835
44,15,4,22,43,8.3,159372
55,34,1,50,42,9.4,400268
43,21,4,22,41,5.7,220806
37,14,3,11,44,7.3,179362
21,0,2,4,47,8.5,59669
51,21,4,22,41,6.3,222085
51,22,2,24,42,7.9,247504
54,24,2,23,42,7.0,259975
29,3,2,3,49,8.7,73164
42,21,2,32,42,5.2,221213
33,4,3,3,37,5.5,65525
45,19,3,19,35,7.4,174095
38,14,4,21,45,7.1,179305
32,8,2,9,39,6.9,52327
60,37,1,33,46,7.8,411785
37,10,1,6,36,5.7,78001
35,12,3,12,40,5.1,120700
35,13,4,17,36,6.3,143951
35,5,3,10,45,6.5,64988
59,31,2,30,46,6.6,307186
33,9,3,10,45,8.8,115665
37,9,3,8,38,8.1,131267
52,31,1,31,39,7.7,328585
29,4,3,2,44,7.3,79142
60,31,2,26,35,6.4,349133
40,19,1,21,42,5.8,166490
46,22,2,34,51,5.3,233963
47,21,2,23,42,6.0,201713
41,11,2,7,36,6.9,103005
38,10,2,12,40,5.4,127924
33,10,1,9,40,7.2,108134
36,11,3,13,54,6.7,139926
29,2,4,4,51,6.4,60493
32,11,3,8,47,8.6,112933
58,31,2,31,41,3.6,339467
39,11,2,14,49,6.5,139161
27,0,2,0,37,3.7,31758
55,26,1,13,48,7.3,267769
38,12,3,22,48,8.1,131892
36,10,3,7,42,5.1,115982
59,37,3,48,49,5.3,458962
24,1,3,6,41,4.6,49815
45,21,2,21,37,7.1,194019
52,28,2,29,48,6.5,323288
60,32,3,27,43,6.6,345772
33,12,2,5,46,6.5,127553
37,7,2,3,52,5.6,96186
57,33,2,50,39,8.6,397615
26,2,2,1,42,7.4,29749
39,18,1,16,51,5.3,180277
33,10,3,10,46,6.0,114912
46,21,3,35,40,5.8,248978
34,8,2,18,38,9.0,111465
51,22,1,11,40,8.0,232367
24,0,3,0,39,6.8,45379
59,30,2,28,44,9.4,331410
28,7,2,10,43,9.0,97026
45,16,1,21,44,6.7,183283
33,5,2,7,39,6.4,54887
52,30,3,50,43,6.5,361721
58,37,3,50,33,5.7,429979
58,37,2,17,44,9.4,405240
48,22,2,33,49,5.6,250631
50,21,1,10,36,8.2,191903
23,0,1,7,45,8.0,50975
48,23,4,23,40,6.6,245223
23,1,3,4,47,9.5,30227
54,33,3,37,44,4.8,380483
36,14,3,14,45,6.9,153846
42,21,3,26,43,6.3,203889
52,29,3,25,50,8.3,316797
58,32,1,31,45,7.5,326156
28,0,2,0,39,4.6,39980
28,5,3,0,43,8.7,92006
26,0,2,4,41,7.7,53544
34,5,4,3,44,5.6,85620
52,22,3,28,41,6.5,232296
55,30,4,35,40,5.2,347513
30,3,2,1,44,6.8,56501
23,0,3,3,43,7.2,46674
32,9,2,5,48,6.5,112349
51,29,4,26,41,6.4,338306
49,27,1,19,33,4.7,259663
25,0,3,0,41,7.5,24758
45,24,3,35,35,4.3,255431
51,29,2,44,45,7.0,325529
41,12,2,13,35,4.5,122615
40,13,4,12,38,7.1,153586
59,33,2,50,41,7.0,358685
42,13,3,17,51,7.6,142999
24,0,1,6,38,8.2,31033
33,8,3,9,43,8.5,118211
40,11,3,13,46,4.7,118960
33,7,2,13,50,6.9,89345
37,11,1,12,47,9.8,131960
56,32,3,39,48,7.2,364194
53,32,1,39,47,5.8,351208
21,0,1,2,37,6.9,57219
35,6,3,8,45,6.5,105745
33,5,2,7,47,5.4,67061
37,9,2,14,38,8.2,105572
44,19,3,14,40,7.8,191152
28,0,1,5,39,5.1,22000
47,24,2,32,47,6.9,273544
43,20,1,30,43,6.2,237156
28,7,3,15,41,4.8,85589
28,0,3,3,37,5.0,26148
46,20,3,30,43,5.2,213926
33,11,2,14,40,6.9,121651
59,31,1,26,44,6.4,314174
57,28,1,33,37,5.7,286818
48,19,2,25,44,6.5,213239
45,23,4,25,41,8.0,258319
36,14,2,26,37,7.5,170555
22,0,2,0,36,8.4,43577
38,14,1,20,37,6.7,130423
37,16,3,23,42,9.2,175198
50,22,3,24,44,7.5,242091
59,37,3,50,44,6.3,431039
33,10,3,11,45,7.1,102372
52,27,2,23,39,5.3,264994
49,26,1,19,48,6.6,271440
50,23,2,21,41,7.6,235315
38,11,3,18,45,7.9,147399
33,11,3,17,42,6.4,116353
41,14,3,9,45,10.0,126341
50,24,3,22,42,6.8,254812
41,11,3,8,45,4.7,136481
37,8,4,15,43,8.7,112855
60,31,3,46,47,7.8,348895
39,17,3,21,39,7.3,163969
35,8,2,15,34,6.3,109035
29,4,3,8,38,7.6,60791
30,4,4,9,48,9.3,102002
51,30,2,43,42,7.3,346649
43,16,3,17,43,4.9,157525
50,24,3,33,38,2.2,266236
53,29,1,47,43,7.5,312453
29,8,3,17,38,5.6,82882
21,0,1,5,39,6.9,28599
55,31,4,49,41,5.9,377165
31,9,3,15,45,5.8,123586
54,26,1,28,46,5.9,265398
36,14,1,9,46,6.1,114720
29,4,3,1,35,8.1,45599
52,26,2,40,43,7.8,277668
35,7,1,5,42,5.3,61712
32,11,3,12,35,5.5,120295
53,32,2,16,43,7.5,365307
34,10,1,18,42,8.5,126899
28,3,3,4,46,8.5,53611
28,0,4,0,43,5.6,31767
47,20,3,19,40,8.4,208359
32,5,3,11,48,4.5,81371
21,0,2,3,32,6.7,54355
60,35,2,29,43,7.7,387591
31,6,2,10,34,4.1,89695
59,38,3,43,38,9.9,484147
51,22,4,19,46,8.9,241321
37,11,3,13,37,7.9,120452
53,24,4,26,36,5.6,255973
52,29,3,48,55,6.9,344480
49,24,2,24,36,8.1,247512
41,19,2,16,51,5.4,204770
41,11,1,15,42,6.7,99214
60,35,1,42,40,8.3,389335
43,15,3,10,46,4.9,157200
26,4,2,3,50,7.5,79501
42,14,3,27,37,4.5,179723
58,34,3,50,40,5.7,383962
57,27,2,27,47,6.3,281375
28,0,2,0,44,7.7,22000
55,34,2,26,49,6.0,362642
31,6,2,7,46,7.2,61203
44,23,3,7,52,6.0,229394
41,14,2,15,44,6.3,143720
22,0,3,0,44,8.8,52033
60,37,4,36,45,5.4,436137
39,16,3,16,42,8.1,179049
59,32,4,31,47,7.0,372839
48,24,2,15,44,6.2,231010
37,14,1,14,47,5.3,119655
26,0,2,0,48,5.4,44704
39,16,2,20,45,6.0,187738
58,31,4,37,46,6.8,392915
48,26,3,22,38,7.8,290785
22,1,1,2,40,6.6,58790
58,32,1,36,47,6.7,356628
57,29,1,48,50,6.9,330014
24,3,3,5,33,7.7,60832
42,12,3,10,40,7.9,130740
46,17,3,22,43,5.1,188095
56,33,4,50,39,6.6,389693
33,10,2,18,39,8.7,118581
52,28,2,24,45,5.2,280524
37,16,2,17,51,7.1,176879
56,27,2,36,33,6.8,279591
39,16,4,31,42,6.2,186895
55,25,3,27,45,9.2,285356
60,36,3,50,47,7.1,440941
48,27,2,34,45,9.1,310408
21,0,1,8,52,7.0,45741
38,17,1,14,43,7.6,175573
60,35,3,44,50,6.2,408360
53,28,3,25,40,6.2,279100
32,5,2,6,43,7.6,80964
28,0,3,2,37,7.6,45182
44,20,3,19,48,7.8,229010
36,9,2,8,42,7.5,102607
24,0,3,4,45,5.1,22000
58,35,2,29,41,5.9,386600
47,21,3,24,46,8.2,241999
29,5,3,9,45,4.3,78712
36,13,4,6,38,7.4,137479
32,3,2,9,38,6.8,40447
51,26,2,36,43,8.2,275768
44,17,1,15,46,7.6,177817
34,8,2,13,52,6.1,81478
45,15,3,14,45,6.0,155081
54,29,4,44,48,6.3,343211
23,0,2,4,35,7.8,54399
44,18,1,19,53,3.8,186044
29,0,2,0,46,7.2,52754
46,24,2,31,43,5.8,259132
40,17,2,16,42,7.3,165305
60,38,2,44,37,7.5,436846
30,7,3,2,39,4.7,67418
39,18,1,24,53,6.7,197259
23,0,3,1,38,7.2,31923
44,18,3,23,38,7.1,188972
25,3,2,0,39,6.8,53530
23,0,3,0,37,5.3,53846
47,21,3,35,43,5.5,240346
36,9,3,12,48,5.1,97856
35,14,2,17,40,7.8,151732
55,28,2,25,36,6.8,314826
32,9,3,11,44,6.9,116162
46,18,3,22,43,4.6,169921
54,28,2,28,48,7.0,293077
43,19,1,29,41,7.9,188937
51,23,1,12,42,4.4,235509
40,11,1,15,42,6.3,131875
32,2,3,8,43,4.8,46360
43,21,1,14,41,6.4,196141
24,0,2,2,40,5.7,36686
43,18,3,20,34,7.5,191046
21,0,2,1,40,7.2,27502
45,15,3,12,47,8.8,162210
22,0,3,4,47,6.9,29107
50,22,2,17,41,7.5,240768
23,0,3,0,49,6.2,22000
41,16,3,21,43,5.5,150403
45,17,2,18,36,8.2,181620
40,10,2,3,35,8.7,90757
42,14,3,18,49,8.0,154468
41,18,4,31,41,7.2,208448
53,31,3,25,37,5.6,345114
58,29,1,34,32,8.6,307087
35,13,3,17,41,7.8,167900
35,6,2,6,45,9.8,87575
45,21,3,19,40,5.4,231400
41,19,3,16,38,8.2,203623
44,14,3,23,40,7.8,185305
25,4,3,5,49,6.5,83380
26,2,3,0,36,8.9,54332
43,14,3,15,40,7.6,159976
24,0,1,2,49,5.7,35320
47,23,3,32,45,6.8,252149
38,9,4,8,44,5.7,91409
41,15,1,18,40,6.3,141051
48,27,2,37,43,8.0,324682
55,25,2,13,40,8.4,241802
42,16,3,11,39,7.3,157794
60,31,3,40,38,5.9,349885
43,21,1,20,47,7.5,214025
23,0,3,0,43,8.0,48505
60,38,2,47,45,4.2,436881
30,6,3,5,44,7.2,88355
45,17,2,23,45,6.7,195109
28,1,2,3,42,8.3,64980
31,2,1,2,41,7.5,46180
25,0,1,3,39,7.7,46636
57,36,3,50,36,6.3,412656
58,36,3,42,37,7.0,413199
49,23,1,24,41,8.3,223585
25,0,1,5,35,6.9,36451
29,6,1,8,36,7.2,64689
22,0,3,1,48,4.8,22000
21,0,3,1,44,6.9,37868
60,34,1,37,41,4.2,347747
50,24,3,36,54,6.3,288956
31,10,1,12,35,7.1,98560
48,23,4,16,48,8.1,264714
32,2,4,5,42,5.6,49465
59,36,3,45,47,7.5,416321
46,19,4,30,44,9.1,237156
33,3,3,2,34,6.1,54514
28,5,3,3,43,4.8,90793
48,23,3,24,45,7.4,244502
50,23,2,29,32,5.3,230921
29,6,2,8,53,5.9,95587
59,29,2,33,45,8.3,334201
51,29,3,23,46,9.6,326571
41,15,1,15,37,5.6,184973
54,26,2,35,46,6.0,279863
51,27,2,24,48,6.4,272166
45,16,2,20,44,6.2,155949
32,4,3,2,43,9.7,69833
21,0,4,1,39,6.3,58925
42,15,3,9,42,6.5,152164
60,37,3,38,40,9.3,458603
57,31,3,21,46,7.8,348823
21,0,2,4,39,8.4,57100
21,0,2,2,46,5.7,43796
41,18,4,15,39,6.3,195391
35,14,2,7,42,5.5,145693
37,13,1,26,46,8.1,141569
42,12,3,15,39,8.7,131091
58,35,1,24,46,6.2,382395
55,31,2,27,46,6.5,360973
36,7,1,15,42,6.6,70501
28,5,1,4,49,4.8,41450
37,11,1,15,43,6.1,113635
37,11,1,16,49,8.1,138020
46,19,3,11,52,5.8,197647
33,4,3,8,42,7.1,57198
37,10,2,16,46,5.2,114349
58,37,3,43,40,6.8,417014
37,9,2,5,38,6.2,102657
34,9,2,6,42,5.3,92001
26,0,1,3,36,8.1,37816
55,25,3,31,38,8.2,281876
34,9,2,10,46,5.6,104328
28,3,3,7,40,6.7,55705
35,13,3,14,47,7.1,157653
47,24,3,17,44,4.5,256943
33,3,3,8,52,5.0,43509
51,22,4,35,46,8.8,256107
55,28,2,28,49,5.5,287847
26,5,2,5,45,8.8,62533
25,2,3,3,45,5.1,57782
42,20,3,28,49,7.9,220219
43,22,1,20,46,6.6,220427
45,16,2,13,44,6.8,155494
54,26,2,41,44,9.6,300772
46,21,2,27,46,5.2,228570
25,3,1,7,40,7.8,85513
46,25,4,13,39,7.8,265478
40,13,3,12,50,10.0,134919
26,4,2,5,52,5.5,60713
26,5,3,11,38,6.1,85865
38,16,4,23,40,8.1,174168
24,0,1,4,49,6.7,24864
37,10,2,11,46,6.4,103128
34,4,3,7,46,8.3,68980
34,8,3,9,47,6.6,87458
33,8,1,2,42,5.8,85330
27,4,4,6,45,8.0,75252
35,12,2,10,44,7.5,138126
39,10,2,6,39,6.6,99550
55,31,2,41,45,6.5,355777
37,8,1,11,49,5.7,87713
55,31,3,31,41,8.0,336555
39,17,4,19,44,6.5,181004
40,16,2,22,44,5.9,149511
56,30,4,21,42,5.2,351509
55,29,3,27,46,7.5,324590
52,27,2,33,40,6.3,281255
60,39,3,33,50,4.2,452198
44,21,2,30,46,5.3,193824
37,12,3,17,38,6.7,151172
27,1,1,4,51,6.7,64789
21,0,3,3,44,6.7,44991
55,26,1,22,39,6.5,266884
52,29,3,45,49,4.9,317968
56,26,3,28,45,5.8,268820
33,10,2,16,34,8.7,95782
26,4,2,15,40,8.5,74827
34,6,2,5,44,7.8,93962
57,34,3,21,32,7.7,371181
35,9,2,16,43,8.3,116382
24,2,3,4,44,5.4,64206
60,33,2,24,37,7.0,338071
36,12,1,12,44,5.4,142887
48,19,1,23,43,5.5,204628
36,6,1,9,37,7.5,83267
24,0,3,6,48,8.3,63339
46,19,4,19,47,6.7,220853
48,20,2,27,42,9.3,222112
52,29,3,23,42,7.3,334119
22,0,1,2,47,5.9,32518
51,29,3,23,42,5.5,318022
23,0,1,3,33,8.4,53910
28,1,3,6,45,7.2,22000
44,16,4,17,39,7.9,182596
35,6,2,11,41,3.3,82275
51,24,3,17,50,7.3,236879
29,0,1,2,42,6.3,39832
59,29,2,27,43,5.0,298186
22,0,1,4,46,6.9,46412
28,0,2,3,46,8.5,45860
27,1,1,9,38,10.0,43394
59,29,2,15,43,7.3,316576
36,14,2,17,43,6.0,141890
55,33,2,40,44,5.9,375150
50,26,3,19,44,8.3,297029
30,1,4,3,56,5.6,43790
58,31,2,28,37,7.9,337627
38,16,2,23,48,7.4,169586
25,0,2,0,49,7.3,39684
49,22,3,35,45,4.8,268083
59,30,3,18,40,6.5,327631
54,26,2,37,51,5.0,288693
43,20,1,21,32,6.2,201239
25,4,2,9,40,8.3,76323
50,28,2,26,49,8.7,285200
26,4,4,2,41,7.3,96611
24,0,4,3,51,6.2,30578
49,23,1,24,35,9.2,257711
43,19,3,26,37,6.2,210696
26,0,2,0,40,5.4,35869
52,28,2,44,45,8.0,314994
38,12,3,19,42,7.6,171172
35,9,3,14,41,6.2,115334
60,30,2,18,50,7.1,321262
52,22,2,31,51,7.6,236227
29,8,3,9,41,7.3,91338
57,29,3,35,34,7.6,324537
30,7,2,10,32,6.3,71283
40,14,2,16,44,7.7,158966
26,3,2,4,46,7.0,52912
23,1,4,6,43,6.3,64649
31,6,3,7,43,6.7,94751
37,16,2,14,39,6.9,161465
52,23,3,27,46,5.0,254114
24,0,3,0,51,6.1,50714
24,1,2,0,32,7.1,22000
37,13,1,11,43,5.1,147400
39,13,3,17,38,6.1,137731
25,2,3,0,36,10.0,64907
52,25,3,20,37,5.4,268583
42,16,4,26,45,6.5,154616
26,0,2,6,45,5.8,34417
55,30,1,23,50,6.8,327034
42,18,4,26,43,5.9,201937
21,0,2,2,34,6.7,43918
40,10,3,12,42,6.0,115108
42,21,3,17,36,8.5,235913
31,8,3,11,37,7.1,99768
33,10,2,14,46,5.6,129789
23,0,3,0,44,8.2,33140
29,2,3,5,46,5.7,53528
32,11,3,7,41,4.8,106989
43,20,2,27,47,7.0,220014
34,6,1,12,41,9.7,83806
53,24,1,23,49,4.4,238936
38,11,2,11,45,5.1,107623
29,2,2,7,42,8.1,52671
43,15,4,21,44,6.1,169377
30,4,3,8,43,7.9,49474
39,16,3,14,51,5.8,142839
25,4,3,5,44,7.2,70640
43,16,1,25,43,9.4,141420
50,29,4,35,42,5.3,327282
45,24,2,14,47,8.4,245034
48,19,1,24,47,8.0,206344
54,24,2,21,42,4.9,236196
45,18,3,25,37,7.8,215484
30,6,4,4,38,7.1,92368
34,8,1,9,42,7.1,73772
50,29,4,16,50,7.5,319538
45,18,2,14,42,6.5,199436
34,8,1,14,40,7.1,86798
55,31,3,16,34,7.3,331475
54,27,3,26,51,8.0,318510
30,7,3,12,46,4.9,84623
55,34,3,28,47,8.8,405456
31,7,3,3,48,5.4,74790
31,8,3,13,42,8.1,70449
41,20,4,15,43,7.1,229742
41,19,3,12,50,5.2,200645
42,17,4,5,44,7.7,184675
27,0,4,1,46,5.7,29584
37,16,1,26,47,8.5,163090
22,0,3,2,46,6.0,55905
32,8,2,15,42,4.9,98078
38,13,2,17,43,9.1,144851
31,4,3,4,47,7.3,73481
36,8,1,5,47,8.2,111872
38,12,3,27,49,5.8,154394
55,34,3,24,46,4.4,371384
46,19,2,31,46,9.3,197318
36,13,2,16,41,7.0,146217
26,0,4,3,40,7.7,35312
32,4,2,1,47,7.9,52671
33,6,2,10,40,6.5,96019
24,0,2,2,43,7.3,52119
